annee,mois,combinaison,tache,sujetId,consigne
2026,juillet,17,2,cmu71dqtj02lb8iigwqb91n42,"Je suis votre collègue. Je cherche un colocataire. Vous êtes intéressé(e) et vous me posez des questions sur le logement disponible (pièces, loyer, autres habitants, etc.)."
2026,juillet,18,2,cmu71dqtk02ld8iigvqb16ws7,"Je suis votre voisin(e). Vous êtes nouveau/nouvelle dans l’immeuble. Nous nous rencontrons pour la première fois. Vous me demandez des informations sur la vie de l’immeuble (habitants, règles, espaces communs, etc.)."
2026,juillet,19,2,cmu71dqtk02le8iig3uloqwah,"Je travaille dans un établissement scolaire. Vous venez de vous installer au Québec et vous souhaitez inscrire votre enfant dans mon établissement. Vous me posez des questions pour obtenir des renseignements (horaires, matières, élèves, etc.)."
2026,juillet,20,2,cmu71dqtk02lg8iignu1dxi7x,"Je travaille à l’accueil d’une école de danse. Vous êtes intéressé(e) par les cours proposés. Vous me posez des questions pour obtenir des informations (types de danse, horaires, tarifs, etc.)."
2026,août,8,3,cmu71dqtq02n18iigl3d2pqf2,"L’accès aux soins médicaux doit être gratuit pour tous. Qu’en pensez-vous ?"
2026,septembre,6,2,cmu71dqtw02p58iiga6voph6p,"Je suis votre ami(e). Je veux vendre ma maison. Vous cherchez à en acheter une. Vous me posez des questions pour obtenir des informations sur cette maison (nombre de pièces, équipements, prix, etc.)."
2026,septembre,7,2,cmu71dqtw02p78iigwj4q8o7b,"Je suis votre ami(e). J’ai fait une croisière en bateau. Vous rêvez d’en faire une. Vous me posez des questions pour avoir des informations sur la croisière que j’ai faite (tarifs, activités, services, etc.)."
2026,septembre,8,2,cmu71dtpl02p88iigqhj6fwj4,"Je suis votre voisin(e). Je donne des cours de cuisine à des particuliers. Vous êtes intéressé(e). Vous me posez des questions pour savoir comment cela se passe (tarifs, plats, participants, etc.)."
2026,septembre,9,2,cmu71dtpm02pb8iigyzwjyssj,"Je travaille dans un restaurant. Vous souhaitez organiser un repas d’anniversaire pour votre meilleur(e) ami(e). Vous me posez des questions sur les services du restaurant (menus, prix, disponibilités, etc.)."
2026,septembre,10,2,cmu71dtpm02pc8iig50s4j669,"Nous sommes collègues de travail. Je vends un stock de vêtements d’occasion pour enfants. Vous êtes intéressé(e). Vous me posez des questions sur ces vêtements (taille, prix, quantité, etc.)."
2026,septembre,11,2,cmu71dtpm02pe8iig885ck00j,"Je suis un(e) ami(e) francophone installé(e) ici depuis longtemps. Vous venez d’arriver dans ma ville. Vous me demandez des conseils pratiques pour votre installation (logement, démarches administratives, transports, commerces, loisirs, etc.)."
2026,septembre,12,2,cmu71dtpn02ph8iigruwsql7d,"Je suis un(e) ami(e) francophone. Vous voulez savoir comment cela se passe quand on tombe malade dans mon pays. Vous me posez des questions sur l’organisation des soins (médecins, hôpitaux, urgences médicales, etc.)."
2026,septembre,13,2,cmu71dtpn02pj8iigcibwqk0e,"Je suis votre professeur(e) de français. Vous allez passer le prochain Nouvel An au Canada. Vous vous demandez comment les Canadiens célèbrent cette fête. Vous me posez des questions pour vous faire une idée (lieux, activités, plats, etc.)."
2026,septembre,15,2,cmu71dtpn02pm8iig2m6lzd0j,"Je suis votre voisin(e) canadien(ne). Un de vos amis est végétarien, il doit faire un voyage d’affaires au Canada. Vous m’interrogez pour savoir si votre ami pourra se nourrir facilement au Canada ou pas (restaurants et cantines, achats, variété, prix, etc.)."
2026,septembre,16,2,cmu71dtpo02pp8iigeqxoae3o,"Je suis parent d’élève. Nos enfants vont à la même école. Vous allez participer à la fête de l’école pour la première fois. Vous me posez des questions sur l’événement (horaires, programme, animations, etc.)."
2026,septembre,17,2,cmu71dtpo02pq8iigk8e6yt6l,"Je suis votre ami(e). J’habite dans une grande ville. Vous voulez louer un logement dans cette ville. Vous me posez des questions à ce sujet (offres, prix, quartier, etc.)."
2026,septembre,18,2,cmu71dtpo02pt8iig6ly17jty,"Je travaille dans un club sportif. Vous voulez vous inscrire à un cours de sport. Vous me posez des questions pour obtenir des informations et faire votre choix (sports proposés, horaires, tarifs, etc.)."
2026,septembre,19,2,cmu71dtpo02pv8iigjufkagdp,"Je travaille dans une agence de voyages. Vous cherchez une destination de vacances. Vous me posez des questions pour obtenir des informations et faire votre choix (prix, lieu, activités, etc.)."
2026,septembre,20,2,cmu71dtpp02px8iighmozb222,"Je travaille à la ludothèque de votre ville (espace où vous pouvez emprunter des jeux). Vous souhaitez vous inscrire. Vous me posez des questions sur la ludothèque (horaires, tarifs, types de jeux, etc.)."
2026,septembre,21,2,cmu71dtpp02pz8iigrvxk2ckf,"Je suis un(e) ami(e) québécois(e). Vous allez vous installer au Québec. Vous me posez des questions sur les habitudes alimentaires des Québécois (nombre de repas, horaires, plats typiques, etc.)."
2026,septembre,22,2,cmu71dtps02q18iigaebt16qz,"Je suis votre ami(e). Je vends des objets que je n’utilise plus sur Internet. Vous souhaitez faire la même chose. Vous me posez des questions pour avoir plus d’informations (type de site, types d’objets, modalités, etc.)."
2026,septembre,23,2,cmu71dtps02q28iigx10uszis,"Je suis votre voisin(e). Je participe à l’organisation d’un festival culturel dans notre ville. Vous me proposez votre aide. Vous me posez des questions sur l’organisation du festival (préparation, lieux, horaires, etc.)."
2026,septembre,24,2,cmu71dtpt02q58iigwi7nglcd,"Je suis votre voisin(e). Vous allez vous occuper de ma maison pendant mon absence. Vous me posez des questions pour savoir ce que vous devrez faire (durée de l’absence, types de services, informations utiles, etc.)."
2026,septembre,25,2,cmu71dtpu02q78iigyngna85k,"Je travaille dans une entreprise de services aux particuliers. Vous avez besoin de faire de petits travaux chez vous. Vous me posez des questions pour obtenir des informations (services proposés, tarifs, organisation, etc.)."
2026,septembre,26,2,cmu71dtpu02q88iig6bjcdk9s,"Je propose une chambre à louer dans mon appartement. Vous avez vu mon annonce. Vous venez visiter l’appartement et vous me posez des questions (loyer, meubles, vie en commun, etc.)."
2026,septembre,27,2,cmu71dtpu02qa8iig67fc2442,"Je suis votre ami(e), je vous invite à la soirée d’ouverture d’un grand restaurant. Vous me posez des questions sur l’événement (tenue appropriée, menu proposé, déroulement de la soirée, etc.)."
2026,septembre,28,2,cmu71dtpv02qc8iigqf98h7sx,"Je suis votre collègue. Je ne pourrai pas aller chercher mes parents à l’aéroport ce week-end. Vous me proposez de me rendre ce service et vous me demandez les informations nécessaires (dates, vol, description physique, etc.)."
2026,septembre,29,2,cmu71dtpw02qf8iigg09bu2td,"Je suis votre collègue. Vous avez lu mon annonce au travail : je revends mes meubles. Vous êtes intéressé(e) : vous me posez des questions (état, prix, taille, etc.)."
2026,septembre,30,2,cmu71dtpw02qg8iig0xsd9z72,"Je suis votre voisin(e). Vous venez d’emménager dans mon immeuble. Vous me posez des questions sur les activités du quartier (commerces, activités culturelles et sportives, etc.)."
